	labeled_data_index	label
23294	27315	train
44133	27316	test
9923	27317	train
4674	27318	train
34754	27319	train
8728	27320	train
33068	27321	train
34892	27322	train
28958	27323	train
51866	27324	test
43540	27325	test
11717	27326	train
9264	27327	train
8302	27328	train
43417	27329	test
44005	27330	test
39013	27331	train
29320	27332	train
49929	27333	test
31021	27334	train
47521	27335	test
44912	27336	test
1997	27337	train
19454	27338	train
34083	27339	train
50876	27340	test
20091	27341	train
46316	27342	test
14366	27343	train
23718	27344	train
29759	27345	train
1366	27346	train
3782	27347	train
13344	27348	train
29874	27349	train
24436	27350	train
26125	27351	train
6362	27352	train
18551	27353	train
12750	27354	train
37012	27355	train
48753	27356	test
43737	27357	test
26335	27358	train
7372	27359	train
21931	27360	train
24723	27361	train
39408	27362	test
43636	27363	test
12615	27364	train
37456	27365	train
51850	27366	test
51214	27367	test
11674	27368	train
47384	27369	test
9049	27370	train
9275	27371	train
16106	27372	train
3083	27373	train
47422	27374	test
24789	27375	train
44006	27376	test
50033	27377	test
6020	27378	train
44639	27379	test
17159	27380	train
36640	27381	train
14596	27382	train
46611	27383	test
11077	27384	train
25001	27385	train
50089	27386	test
22746	27387	train
6244	27388	train
16228	27389	train
15393	27390	train
44202	27391	test
18509	27392	train
41692	27393	test
17065	27394	train
43238	27395	test
25878	27396	train
35482	27397	train
25443	27398	train
38463	27399	train
38085	27400	train
5860	27401	train
42412	27402	test
23845	27403	train
694	27404	train
13857	27405	train
37506	27406	train
33949	27407	train
17021	27408	train
40866	27409	test
29487	27410	train
31052	27411	train
48154	27412	test
29580	27413	train
16876	27414	train
44655	27415	test
50929	27416	test
5956	27417	train
15799	27418	train
16715	27419	train
4657	27420	train
6239	27421	train
18698	27422	train
12842	27423	train
19913	27424	train
27720	27425	train
17348	27426	train
15194	27427	train
24408	27428	train
47146	27429	test
477	27430	train
32035	27431	train
31101	27432	train
19468	27433	train
1610	27434	train
48674	27435	test
29855	27436	train
40655	27437	test
49985	27438	test
43704	27439	test
14381	27440	train
52181	27441	test
13320	27442	train
35287	27443	train
28290	27444	train
29343	27445	train
37764	27446	train
32434	27447	train
18811	27448	train
5122	27449	train
18035	27450	train
10695	27451	train
10429	27452	train
23628	27453	train
42299	27454	test
46413	27455	test
49204	27456	test
9798	27457	train
46340	27458	test
24983	27459	train
16649	27460	train
25169	27461	train
24383	27462	train
52124	27463	test
8954	27464	train
12979	27465	train
50559	27466	test
15894	27467	train
11449	27468	train
51944	27469	test
23007	27470	train
9939	27471	train
48267	27472	test
51240	27473	test
7960	27474	train
12727	27475	train
27935	27476	train
12151	27477	train
28468	27478	train
11256	27479	train
27478	27480	train
41796	27481	test
69	27482	train
19470	27483	train
50873	27484	test
29369	27485	train
5801	27486	train
22448	27487	train
50733	27488	test
50806	27489	test
17478	27490	train
44755	27491	test
21407	27492	train
30107	27493	train
24600	27494	train
41190	27495	test
8163	27496	train
16441	27497	train
13833	27498	train
49681	27499	test
11734	27500	train
52257	27501	test
2397	27502	train
1407	27503	train
42245	27504	test
42570	27505	test
1403	27506	train
29141	27507	train
22908	27508	train
44572	27509	test
545	27510	train
30264	27511	train
27642	27512	train
41827	27513	test
14451	27514	train
8750	27515	train
29906	27516	train
10241	27517	train
9669	27518	train
17664	27519	train
2980	27520	train
8640	27521	train
2334	27522	train
50476	27523	test
10835	27524	train
43760	27525	test
33487	27526	train
5370	27527	train
29429	27528	train
37969	27529	train
17212	27530	train
51890	27531	test
16826	27532	train
14295	27533	train
35877	27534	train
28800	27535	train
22248	27536	train
37840	27537	train
22371	27538	train
13250	27539	train
36414	27540	train
43606	27541	test
1681	27542	train
5325	27543	train
34614	27544	train
9668	27545	train
10538	27546	train
14154	27547	train
5537	27548	train
8087	27549	train
25870	27550	train
6670	27551	train
19538	27552	train
32236	27553	train
5681	27554	train
8071	27555	train
33263	27556	train
10154	27557	train
51930	27558	test
8963	27559	train
30821	27560	train
17047	27561	train
47766	27562	test
31268	27563	train
11757	27564	train
16178	27565	train
51377	27566	test
9216	27567	train
14996	27568	train
27751	27569	train
39035	27570	train
24832	27571	train
50808	27572	test
36633	27573	train
1098	27574	train
17780	27575	train
47867	27576	test
11551	27577	train
9379	27578	train
46338	27579	test
3506	27580	train
1336	27581	train
18632	27582	train
21501	27583	train
44183	27584	test
49607	27585	test
16958	27586	train
4836	27587	train
31272	27588	train
9758	27589	train
37156	27590	train
21377	27591	train
40605	27592	test
8476	27593	train
42862	27594	test
2189	27595	train
45354	27596	test
30837	27597	train
34867	27598	train
51797	27599	test
33931	27600	train
5784	27601	train
6875	27602	train
11340	27603	train
5526	27604	train
6677	27605	train
28671	27606	train
27952	27607	train
31939	27608	train
22868	27609	train
43185	27610	test
34740	27611	train
10853	27612	train
650	27613	train
1047	27614	train
22230	27615	train
16355	27616	train
1660	27617	train
29322	27618	train
29970	27619	train
48200	27620	test
10884	27621	train
14058	27622	train
11866	27623	train
37239	27624	train
31695	27625	train
12457	27626	train
3978	27627	train
32323	27628	train
2335	27629	train
42185	27630	test
3432	27631	train
7033	27632	train
24380	27633	train
16703	27634	train
17559	27635	train
8958	27636	train
8124	27637	train
50438	27638	test
37780	27639	train
35838	27640	train
31621	27641	train
15447	27642	train
1356	27643	train
49360	27644	test
36541	27645	train
17903	27646	train
4579	27647	train
10030	27648	train
48972	27649	test
11079	27650	train
32598	27651	train
23308	27652	train
18448	27653	train
37704	27654	train
8536	27655	train
46051	27656	test
24117	27657	train
6416	27658	train
16739	27659	train
14348	27660	train
11224	27661	train
45848	27662	test
13807	27663	train
41378	27664	test
29112	27665	train
15187	27666	train
10268	27667	train
15735	27668	train
17019	27669	train
44511	27670	test
2607	27671	train
8044	27672	train
14776	27673	train
28941	27674	train
14024	27675	train
4896	27676	train
27286	27677	train
27297	27678	train
1081	27679	train
15594	27680	train
16069	27681	train
37009	27682	train
34550	27683	train
109	27684	train
8277	27685	train
31636	27686	train
27792	27687	train
40648	27688	test
49212	27689	test
41555	27690	test
3311	27691	train
19996	27692	train
41139	27693	test
40318	27694	test
42363	27695	test
31436	27696	train
27482	27697	train
28199	27698	train
17105	27699	train
36397	27700	train
6916	27701	train
32822	27702	train
33057	27703	train
2028	27704	train
5711	27705	train
1220	27706	train
15482	27707	train
37190	27708	train
31991	27709	train
23602	27710	train
9074	27711	train
19786	27712	train
27984	27713	train
30970	27714	train
22288	27715	train
10972	27716	train
8271	27717	train
17618	27718	train
11198	27719	train
25945	27720	train
17465	27721	train
16353	27722	train
1709	27723	train
36070	27724	train
23754	27725	train
476	27726	train
2747	27727	train
35995	27728	train
43291	27729	test
6791	27730	train
41650	27731	test
24599	27732	train
46368	27733	test
37065	27734	train
16662	27735	train
7905	27736	train
29382	27737	train
26739	27738	train
30103	27739	train
36077	27740	train
47112	27741	test
852	27742	train
4062	27743	train
13891	27744	train
6818	27745	train
42488	27746	test
36117	27747	train
33024	27748	train
40962	27749	test
24365	27750	train
13242	27751	train
9386	27752	train
16485	27753	train
48337	27754	test
28327	27755	train
18250	27756	train
547	27757	train
8885	27758	train
28779	27759	train
27135	27760	train
41084	27761	test
26718	27762	train
28920	27763	train
52150	27764	test
11105	27765	train
