	labeled_data_index	label
26643	27315	train
41928	27316	test
5037	27317	train
27305	27318	train
30821	27319	train
17438	27320	train
32349	27321	train
29778	27322	train
36301	27323	train
46343	27324	test
47960	27325	test
1550	27326	train
14249	27327	train
36833	27328	train
39662	27329	test
39125	27330	test
34894	27331	train
35793	27332	train
48807	27333	test
24950	27334	train
42618	27335	test
38564	27336	test
13739	27337	train
14895	27338	train
28419	27339	train
43075	27340	test
15879	27341	train
47195	27342	test
2457	27343	train
19076	27344	train
23937	27345	train
2053	27346	train
4176	27347	train
8651	27348	train
30681	27349	train
19651	27350	train
35254	27351	train
28542	27352	train
13556	27353	train
4672	27354	train
33120	27355	train
48326	27356	test
40765	27357	test
21180	27358	train
7048	27359	train
17626	27360	train
19872	27361	train
47143	27362	test
48623	27363	test
8801	27364	train
33520	27365	train
44172	27366	test
47082	27367	test
8122	27368	train
39242	27369	test
12770	27370	train
4404	27371	train
10391	27372	train
22580	27373	train
48446	27374	test
19927	27375	train
40570	27376	test
43253	27377	test
10212	27378	train
44551	27379	test
28968	27380	train
32790	27381	train
5032	27382	train
43249	27383	test
6281	27384	train
7006	27385	train
42282	27386	test
18284	27387	train
18085	27388	train
9580	27389	train
1934	27390	train
48147	27391	test
35410	27392	train
44900	27393	test
9599	27394	train
47536	27395	test
20795	27396	train
30789	27397	train
14147	27398	train
34413	27399	train
35511	27400	train
14373	27401	train
39166	27402	test
30017	27403	train
3273	27404	train
5525	27405	train
33564	27406	train
28219	27407	train
15487	27408	train
45323	27409	test
26601	27410	train
15788	27411	train
38032	27412	test
28203	27413	train
12594	27414	train
44031	27415	test
43135	27416	test
4317	27417	train
17727	27418	train
20829	27419	train
14280	27420	train
304	27421	train
13781	27422	train
28526	27423	train
15611	27424	train
22277	27425	train
17890	27426	train
36355	27427	train
19428	27428	train
46210	27429	test
5471	27430	train
24711	27431	train
25013	27432	train
710	27433	train
28927	27434	train
48604	27435	test
24006	27436	train
40891	27437	test
42187	27438	test
39099	27439	test
3360	27440	train
49310	27441	test
9968	27442	train
30447	27443	train
22744	27444	train
23603	27445	train
33791	27446	train
26101	27447	train
4964	27448	train
14021	27449	train
5893	27450	train
23841	27451	train
9443	27452	train
35512	27453	train
38488	27454	test
49256	27455	test
44488	27456	test
9533	27457	train
45180	27458	test
20085	27459	train
12189	27460	train
20232	27461	train
19606	27462	train
49037	27463	test
13696	27464	train
11443	27465	train
42759	27466	test
91	27467	train
16223	27468	train
44284	27469	test
18495	27470	train
7789	27471	train
41894	27472	test
43475	27473	test
15185	27474	train
11724	27475	train
8231	27476	train
3650	27477	train
22878	27478	train
309	27479	train
5996	27480	train
47014	27481	test
28476	27482	train
14917	27483	train
46268	27484	test
23623	27485	train
21802	27486	train
18044	27487	train
40540	27488	test
41878	27489	test
12030	27490	train
47664	27491	test
17204	27492	train
24208	27493	train
8857	27494	train
46716	27495	test
4362	27496	train
787	27497	train
8944	27498	train
44615	27499	test
9994	27500	train
44644	27501	test
6134	27502	train
10648	27503	train
38901	27504	test
48429	27505	test
1992	27506	train
23430	27507	train
18416	27508	train
47416	27509	test
30252	27510	train
24331	27511	train
22219	27512	train
44485	27513	test
9341	27514	train
6742	27515	train
24043	27516	train
3843	27517	train
15343	27518	train
12277	27519	train
6631	27520	train
21121	27521	train
3097	27522	train
43605	27523	test
4560	27524	train
47772	27525	test
27502	27526	train
5376	27527	train
28677	27528	train
33975	27529	train
8154	27530	train
44221	27531	test
11157	27532	train
15563	27533	train
31461	27534	train
23144	27535	train
17884	27536	train
33857	27537	train
28749	27538	train
19222	27539	train
32383	27540	train
39011	27541	test
1189	27542	train
17031	27543	train
29303	27544	train
13643	27545	train
7142	27546	train
12756	27547	train
30068	27548	train
2800	27549	train
8076	27550	train
11866	27551	train
20061	27552	train
31289	27553	train
7363	27554	train
4017	27555	train
