feature	feature_LPS_+_DMSO 0.1%	r2_score_LPS_+_DMSO 0.1%	Metadata_number_of_singlecells_LPS_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_LPS_+_DMSO 0.1%	Metadata_treatment_LPS_LPS_+_DMSO 0.1%	Metadata_dose_0_LPS_+_DMSO 0.1%	Metadata_dose_10µg_per_ml_LPS_+_DMSO 0.1%	Metadata_dose_1µg_per_ml_LPS_+_DMSO 0.1%	feature_Disulfiram_+_DMSO 0.1%	r2_score_Disulfiram_+_DMSO 0.1%	Metadata_number_of_singlecells_Disulfiram_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Disulfiram_+_DMSO 0.1%	Metadata_treatment_Disulfiram_Disulfiram_+_DMSO 0.1%	Metadata_dose_0_Disulfiram_+_DMSO 0.1%	Metadata_dose_0.1µM_Disulfiram_+_DMSO 0.1%	Metadata_dose_2.5µM_Disulfiram_+_DMSO 0.1%	feature_H2O2_+_DMSO 0.1%	r2_score_H2O2_+_DMSO 0.1%	Metadata_number_of_singlecells_H2O2_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_H2O2_+_DMSO 0.1%	Metadata_treatment_H2O2_H2O2_+_DMSO 0.1%	Metadata_dose_0_H2O2_+_DMSO 0.1%	Metadata_dose_500µM_H2O2_+_DMSO 0.1%	Metadata_dose_50µM_H2O2_+_DMSO 0.1%	feature_Thapsi_+_DMSO 0.1%	r2_score_Thapsi_+_DMSO 0.1%	Metadata_number_of_singlecells_Thapsi_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Thapsi_+_DMSO 0.1%	Metadata_treatment_Thapsi_Thapsi_+_DMSO 0.1%	Metadata_dose_0_Thapsi_+_DMSO 0.1%	Metadata_dose_10µM_Thapsi_+_DMSO 0.1%	Metadata_dose_1µM_Thapsi_+_DMSO 0.1%	feature_ATP_+_DMSO 0.1%	r2_score_ATP_+_DMSO 0.1%	Metadata_number_of_singlecells_ATP_+_DMSO 0.1%	Metadata_treatment_ATP_ATP_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_ATP_+_DMSO 0.1%	Metadata_dose_0_ATP_+_DMSO 0.1%	Metadata_dose_0.1mM_ATP_+_DMSO 0.1%	Metadata_dose_1mM_ATP_+_DMSO 0.1%	feature_LPS + Nigericin_+_DMSO 0.1%	r2_score_LPS + Nigericin_+_DMSO 0.1%	Metadata_number_of_singlecells_LPS + Nigericin_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_LPS + Nigericin_+_DMSO 0.1%	Metadata_treatment_LPS + Nigericin_LPS + Nigericin_+_DMSO 0.1%	Metadata_dose_0_LPS + Nigericin_+_DMSO 0.1%	Metadata_dose_1µg_per_ml + 10µM_LPS + Nigericin_+_DMSO 0.1%	Metadata_dose_1µg_per_ml + 1µM_LPS + Nigericin_+_DMSO 0.1%	feature_Flagellin_+_DMSO 0.1%	r2_score_Flagellin_+_DMSO 0.1%	Metadata_number_of_singlecells_Flagellin_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Flagellin_+_DMSO 0.1%	Metadata_treatment_Flagellin_Flagellin_+_DMSO 0.1%	Metadata_dose_0_Flagellin_+_DMSO 0.1%	Metadata_dose_0.1µg_per_ml_Flagellin_+_DMSO 0.1%	Metadata_dose_1µg_per_ml_Flagellin_+_DMSO 0.1%	feature_DMSO 0.1%_+_DMSO 0.1%	r2_score_DMSO 0.1%_+_DMSO 0.1%	Metadata_number_of_singlecells_DMSO 0.1%_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_DMSO 0.1%_+_DMSO 0.1%	Metadata_dose_0_DMSO 0.1%_+_DMSO 0.1%	feature_Media only_+_DMSO 0.1%	r2_score_Media only_+_DMSO 0.1%	Metadata_number_of_singlecells_Media only_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Media only_+_DMSO 0.1%	Metadata_treatment_Media only_Media only_+_DMSO 0.1%	Metadata_dose_0_Media only_+_DMSO 0.1%
Cytoplasm_AreaShape_Compactness	Cytoplasm_AreaShape_Compactness	0.003594361347444841	0.00010423726603606747	-0.03741873084014222	0.03741873084014222	-0.037418730840142224	0.043899637206193505	-0.006480906366050625	Cytoplasm_AreaShape_Compactness	0.00023151926541764567	-5.0800859104569115e-05	-0.0024831302266773887	0.002483130226677401	-0.0024831302266773913	0.023501541876834058	-0.02101841165015652	Cytoplasm_AreaShape_Compactness	0.16752405468632925	-0.0026317525402685406	-0.03252441998846162	0.032524419988461596	-0.032524419988461596	-0.18173739715598267	0.2142618171444421	Cytoplasm_AreaShape_Compactness	0.04585018907082872	-0.0009618363586778229	0.07445760782617034	-0.07445760782617031	0.07445760782617031	-0.2231497469202834	0.14869213909410733	Cytoplasm_AreaShape_Compactness	0.00830649822652374	-0.00044705253359760103	0.015316885380129444	-0.015316885380129423	-0.015316885380129427	0.09505883416430366	-0.07974194878417286	Cytoplasm_AreaShape_Compactness	0.0010435685356481317	-0.00016771570246612894	-0.0015525500004430065	0.0015525500004430343	-0.001552550000443017	-0.05044466697481166	0.05199721697525222	Cytoplasm_AreaShape_Compactness	0.005328509752022925	-0.0003601132428070787	-0.027905742278413054	0.027905742278413075	-0.02790574227841305	0.04738009589745524	-0.019474353619042335	Cytoplasm_AreaShape_Compactness	0.00031740155337822706	-0.00011298552946674774	0.0	0.0	Cytoplasm_AreaShape_Compactness	0.00937383707524364	9.90291029988593e-05	-0.12489650473241656	0.12489650473241998	0.0
Cytoplasm_AreaShape_Eccentricity	Cytoplasm_AreaShape_Eccentricity	0.00010882507973053457	-4.480759897842655e-05	-0.0021181632889631314	0.002118163288963132	-0.0021181632889631322	0.004129515645175899	-0.0020113523562127087	Cytoplasm_AreaShape_Eccentricity	0.0007512764850340359	-0.00010611786781790369	0.0027561085610152292	-0.0027561085610152305	0.002756108561015231	0.0014591993787855032	-0.004215307939800743	Cytoplasm_AreaShape_Eccentricity	0.0008917836170897475	9.173923476986855e-05	-0.023548557852182156	0.023548557852182194	-0.023548557852182194	0.1226985704586904	-0.09915001260650705	Cytoplasm_AreaShape_Eccentricity	0.0030113008923681184	3.3373008891651366e-05	-0.019914079463142748	0.019914079463142775	-0.019914079463142775	0.10810477059855007	-0.08819069113540445	Cytoplasm_AreaShape_Eccentricity	0.00033759234050012576	-6.695897489961311e-05	-0.008696336442961545	0.008696336442961548	0.008696336442961548	0.007604758282496598	-0.01630109472545803	Cytoplasm_AreaShape_Eccentricity	0.0015912144862073596	-0.00016445157216033463	-0.007135240804774411	0.0071352408047744235	-0.007135240804774415	-0.019121658410339276	0.026256899215112775	Cytoplasm_AreaShape_Eccentricity	0.0001140694763409611	-3.1457391058290704e-05	0.0024612188048563338	-0.0024612188048563437	0.0024612188048563355	-0.0124386422427405	0.009977423437884067	Cytoplasm_AreaShape_Eccentricity	1.7147503809100684e-06	-8.29810331163515e-06	0.0	0.0	Cytoplasm_AreaShape_Eccentricity	0.0006585311100425484	-8.11247531662386e-05	0.024275488088665913	-0.024275488088666572	0.0
Cytoplasm_AreaShape_Extent	Cytoplasm_AreaShape_Extent	0.0022689523130678957	-7.526110298967612e-05	0.02962293385928018	-0.029622933859280182	0.029622933859280186	-0.021677616427645145	-0.007945317431635384	Cytoplasm_AreaShape_Extent	0.0008720622182065707	1.5541103568432536e-05	9.891408243641736e-05	-9.891408243642777e-05	9.891408243641216e-05	-0.04306185806608448	0.04296294398364782	Cytoplasm_AreaShape_Extent	0.02375557419988228	0.00040457418379201947	0.03942230231313633	-0.03942230231313638	0.03942230231313638	-0.1442525938970768	0.10483029158393915	Cytoplasm_AreaShape_Extent	0.038374034103753174	0.0005029828198038446	0.0039353795398154034	-0.00393537953981541	0.003935379539815412	-0.03193111712476273	0.027995737584946466	Cytoplasm_AreaShape_Extent	0.00849982391666193	0.0004274692315003261	-0.017373619479376483	0.017373619479376483	0.017373619479376476	-0.07451712658047119	0.05714350710109363	Cytoplasm_AreaShape_Extent	0.007875255539173898	0.000250785654437481	0.019863440653463703	-0.0198634406534637	0.019863440653463696	-0.02533185875103869	0.005468418097573705	Cytoplasm_AreaShape_Extent	0.004023158158579232	0.0003178033313925692	0.023321918068795015	-0.023321918068795033	0.023321918068795015	-0.03701820306403543	0.013696284995240575	Cytoplasm_AreaShape_Extent	7.223499791897403e-05	5.390732608918556e-05	0.0	0.0	Cytoplasm_AreaShape_Extent	0.004887770173281236	-3.340282037077524e-05	0.07848626560827643	-0.07848626560827857	0.0
Cytoplasm_AreaShape_FormFactor	Cytoplasm_AreaShape_FormFactor	0.0023926057496074238	-0.00011294656819065372	0.02810813121726513	-0.02810813121726514	0.028108131217265145	-0.029469363354047602	0.0013612321367820132	Cytoplasm_AreaShape_FormFactor	0.0017781930645042188	8.104591935582235e-06	-0.016587107497288242	0.016587107497288235	-0.01658710749728825	-0.04175993955335883	0.058347047050646944	Cytoplasm_AreaShape_FormFactor	0.031889778598335305	0.0005719641247529358	0.012614949188045052	-0.01261494918804507	0.012614949188045073	-0.06411993448987992	0.05150498530183424	Cytoplasm_AreaShape_FormFactor	0.02371103430498911	0.00043510920244184414	-0.029087998213243975	0.029087998213243958	-0.029087998213243954	0.014690168952489882	0.014397829260754336	Cytoplasm_AreaShape_FormFactor	0.005132281123773064	0.00030349188339790894	-0.0021092117223682205	0.0021092117223682066	0.0021092117223682066	-0.08039825979132328	0.07828904806895393	Cytoplasm_AreaShape_FormFactor	0.0025075637077764945	0.00024301861477095857	-0.001164874150784534	0.0011648741507844888	-0.0011648741507845166	0.08903382039067188	-0.087868946239883	Cytoplasm_AreaShape_FormFactor	0.003918414017896499	0.0002738463561307341	0.023679729802787382	-0.023679729802787396	0.02367972980278738	-0.04202451331498334	0.01834478351219606	Cytoplasm_AreaShape_FormFactor	0.000320673196208654	0.00011357440546880468	0.0	0.0	Cytoplasm_AreaShape_FormFactor	0.0020474161754985287	3.168055723581188e-05	0.046219419054761804	-0.04621941905476306	0.0
Cytoplasm_AreaShape_MajorAxisLength	Cytoplasm_AreaShape_MajorAxisLength	0.004798147034419831	-0.0002752086765935246	0.001925065352345448	-0.001925065352345455	0.0019250653523454515	0.04879690668069382	-0.05072197203303863	Cytoplasm_AreaShape_MajorAxisLength	0.05498506485064136	-0.0006069208558519416	-0.03512377164736824	0.035123771647368206	-0.035123771647368254	-0.13595874595956203	0.17108251760692977	Cytoplasm_AreaShape_MajorAxisLength	0.0004896203373202512	6.243932260882534e-06	0.0176182545614674	-0.01761825456146743	0.01761825456146743	-0.07505881442437534	0.05744055986290722	Cytoplasm_AreaShape_MajorAxisLength	0.012449621615710837	0.00031297995700447253	0.013492438867977956	-0.013492438867977938	0.013492438867977938	0.0253719056024074	-0.03886434447038459	Cytoplasm_AreaShape_MajorAxisLength	0.0033488777105096235	0.00020399837933236085	-0.01908190959630861	0.019081909596308604	0.0190819095963086	-0.053885740498717465	0.0348038309024081	Cytoplasm_AreaShape_MajorAxisLength	0.0021448878848872033	7.75207184779412e-05	0.0005198034733682327	-0.000519803473368205	0.0005198034733682171	-0.03699357291798438	0.03647376944461435	Cytoplasm_AreaShape_MajorAxisLength	0.002962527830979167	0.00021653155262364916	0.016367346349150567	-0.0163673463491506	0.016367346349150574	-0.051410783578880626	0.03504343722972983	Cytoplasm_AreaShape_MajorAxisLength	0.000718222533355739	0.00016961474093289827	0.0	0.0	Cytoplasm_AreaShape_MajorAxisLength	0.0021033654825168835	-1.1043750601183522e-05	0.04639941809233743	-0.0463994180923387	0.0
Cytoplasm_AreaShape_MinorAxisLength	Cytoplasm_AreaShape_MinorAxisLength	0.003577210194697922	-0.00021653503716341317	0.009818567067100357	-0.00981856706710036	0.009818567067100353	0.039081789711819706	-0.04890035677891957	Cytoplasm_AreaShape_MinorAxisLength	0.041286385994883434	-0.0004461264373543122	-0.03392363198279372	0.03392363198279368	-0.033923631982793745	-0.134056125251683	0.16797975723447617	Cytoplasm_AreaShape_MinorAxisLength	0.0029041609918719624	-4.187068537952434e-05	0.05177665589228547	-0.05177665589228554	0.051776655892285556	-0.23311024965875515	0.18133359376646746	Cytoplasm_AreaShape_MinorAxisLength	0.035126622874633306	0.0003347292352854262	0.0398556970110685	-0.03985569701106852	0.03985569701106852	-0.10302138763671508	0.06316569062564394	Cytoplasm_AreaShape_MinorAxisLength	0.005826132024257635	0.00032109293677647	-0.0146572280326384	0.014657228032638393	0.014657228032638393	-0.06799293798413428	0.053335709951494906	Cytoplasm_AreaShape_MinorAxisLength	0.010409344633499296	0.0003196891993147292	0.01296265634384583	-0.012962656343845826	0.012962656343845826	-0.020033861837567613	0.007071205493720775	Cytoplasm_AreaShape_MinorAxisLength	0.00313119494799019	0.0002784095667048721	0.01633720247844167	-0.0163372024784417	0.016337202478441674	-0.04128708543201091	0.024949882953569136	Cytoplasm_AreaShape_MinorAxisLength	0.0007655646561245399	0.00017531437972001282	0.0	0.0	Cytoplasm_AreaShape_MinorAxisLength	0.0010222309488499004	7.540775756036264e-05	0.029158344549209778	-0.02915834454921058	0.0
Cytoplasm_AreaShape_Orientation	Cytoplasm_AreaShape_Orientation	3.906039329404365e-05	1.0401766238205487e-05	0.003403460343065102	-0.003403460343065103	0.003403460343065103	-0.00217343855555475	-0.001230021787510388	Cytoplasm_AreaShape_Orientation	2.1206460665279536e-05	-2.399897030093791e-06	0.0015011775740410328	-0.0015011775740410315	0.0015011775740410333	0.005107204871269632	-0.0066083824453106454	Cytoplasm_AreaShape_Orientation	3.6566986096886467e-06	8.420850761209359e-06	-0.0019472247417610458	0.001947224741761048	-0.0019472247417610484	0.008468353348899817	-0.006521128607138691	Cytoplasm_AreaShape_Orientation	0.00028027625909354814	-5.629101865911365e-06	-0.0024666703797906094	0.0024666703797906154	-0.0024666703797906163	0.024036203696691134	-0.021569533316899876	Cytoplasm_AreaShape_Orientation	6.234241486380299e-06	6.888474595688792e-06	0.00051508288650531	-0.0005150828865053095	-0.0005150828865053097	0.0017937264045014222	-0.0012786435179960869	Cytoplasm_AreaShape_Orientation	5.0973555538624815e-05	3.649964152676974e-05	0.0002979053864339467	-0.0002979053864339508	0.0002979053864339484	0.007789918563693138	-0.008087823950126706	Cytoplasm_AreaShape_Orientation	9.609515376429734e-06	1.603287500892198e-05	0.0008601957829138134	-0.000860195782913812	0.000860195782913813	0.0013423312712547205	-0.002202527054168492	Cytoplasm_AreaShape_Orientation	5.684891056012553e-06	1.5117387244757697e-05	0.0	0.0	Cytoplasm_AreaShape_Orientation	1.2209462461831855e-05	-1.6068220436352426e-05	0.0028915778741316006	-0.00289157787413168	0.0
Cytoplasm_AreaShape_Solidity	Cytoplasm_AreaShape_Solidity	0.00436494440674895	-0.00015169500389856317	0.04123523495639389	-0.041235234956393904	0.041235234956393904	-0.030380500806040038	-0.010854734150354359	Cytoplasm_AreaShape_Solidity	0.0022179319405105646	-3.1600885159563684e-05	-0.0013079883819201582	0.001307988381920127	-0.0013079883819201617	-0.0586534445730265	0.05996143295494635	Cytoplasm_AreaShape_Solidity	0.033984691837710135	0.0005993042406352486	0.031684494256465134	-0.031684494256465155	0.03168449425646516	-0.09374375606678215	0.0620592618103162	Cytoplasm_AreaShape_Solidity	0.04398518662302997	0.0006750170785897974	-0.018912449286319438	0.018912449286319445	-0.01891244928631945	0.049900407691246394	-0.030987958404925676	Cytoplasm_AreaShape_Solidity	0.01072383004509847	0.0004945898370281788	-0.022653089649303584	0.022653089649303567	0.022653089649303567	-0.09019250564329713	0.06753941599399226	Cytoplasm_AreaShape_Solidity	0.005564660045318526	0.00023890245325948616	0.016771052543552788	-0.016771052543552788	0.016771052543552784	-0.006680438648661092	-0.010090613894892058	Cytoplasm_AreaShape_Solidity	0.006789959617953922	0.00039396903955423135	0.03204147279975736	-0.03204147279975739	0.03204147279975736	-0.05575481226878237	0.02371333946902516	Cytoplasm_AreaShape_Solidity	0.00018942934086385588	8.730453664033204e-05	0.0	0.0	Cytoplasm_AreaShape_Solidity	0.007066085013072265	-4.1555059933976704e-05	0.1009383803714417	-0.10093838037144447	0.0
Cytoplasm_AreaShape_Zernike_0_0	Cytoplasm_AreaShape_Zernike_0_0	0.00172060874607749	-5.08486888918482e-05	0.025505731434882745	-0.025505731434882748	0.02550573143488275	-0.022054199121415693	-0.003451532313467398	Cytoplasm_AreaShape_Zernike_0_0	0.0005158515210855752	6.372803588726679e-05	0.0009475334088467138	-0.0009475334088467242	0.0009475334088467104	-0.03610724901814743	0.03515971560930051	Cytoplasm_AreaShape_Zernike_0_0	0.020576827806776055	0.00031760057813094174	0.047698130119952886	-0.047698130119952914	0.04769813011995293	-0.17124751566164498	0.12354938554169055	Cytoplasm_AreaShape_Zernike_0_0	0.036620884142876675	0.00042369918544355297	0.013649761155315535	-0.013649761155315545	0.013649761155315547	-0.06983195725978994	0.056182196104472545	Cytoplasm_AreaShape_Zernike_0_0	0.006623416118778258	0.0003802045727175926	-0.012287771179305504	0.01228777117930549	0.012287771179305493	-0.05993021128236852	0.047642440103062164	Cytoplasm_AreaShape_Zernike_0_0	0.008345797770686225	0.0002675175073522697	0.0188443898987243	-0.018844389898724292	0.018844389898724292	-0.02315861306423529	0.004314223165509824	Cytoplasm_AreaShape_Zernike_0_0	0.0020258792859872976	0.00023627881259534705	0.0157074542724112	-0.01570745427241121	0.015707454272411197	-0.022983169566600535	0.00727571529418947	Cytoplasm_AreaShape_Zernike_0_0	8.03570185348157e-06	1.7972081529109297e-05	0.0	0.0	Cytoplasm_AreaShape_Zernike_0_0	0.0034099014740520683	-3.847514910442925e-05	0.0630389320566564	-0.06303893205665811	0.0
Cytoplasm_AreaShape_Zernike_1_1	Cytoplasm_AreaShape_Zernike_1_1	0.00031358342286602614	-5.3708730640533537e-05	0.007736579016477719	-0.007736579016477717	0.00773657901647772	-0.01808379738771723	0.010347218371239253	Cytoplasm_AreaShape_Zernike_1_1	0.0001114497843646145	-4.148412947615438e-05	0.005573316433291339	-0.00557331643329134	0.005573316433291341	0.003811188133804024	-0.009384504567095378	Cytoplasm_AreaShape_Zernike_1_1	0.005597495641735284	0.0002100622931528615	0.02253817348210104	-0.022538173482101062	0.022538173482101062	-0.041246608157209506	0.018708434675108163	Cytoplasm_AreaShape_Zernike_1_1	0.008264378171917941	0.0001997067311004649	0.008248166529657923	-0.008248166529657932	0.008248166529657932	-0.029161761216877347	0.020913594687218658	Cytoplasm_AreaShape_Zernike_1_1	0.0009409159558642077	0.00013570875598701537	-0.005441189360108296	0.005441189360108294	0.005441189360108294	-0.019294120653681093	0.013852931293572523	Cytoplasm_AreaShape_Zernike_1_1	0.0008524967868160926	1.6799504051271113e-05	0.01071273931256056	-0.01071273931256055	0.010712739312560554	-0.03136423877999106	0.020651499467428946	Cytoplasm_AreaShape_Zernike_1_1	0.00010885655254277982	2.3886766544888458e-05	0.005402957243026911	-0.005402957243026908	0.005402957243026909	0.0017152948304774273	-0.007118252073504165	Cytoplasm_AreaShape_Zernike_1_1	3.9962133186133286e-05	-4.009002403160836e-05	0.0	0.0	Cytoplasm_AreaShape_Zernike_1_1	0.0026504584351091376	-8.313395514710883e-05	0.05245087183159999	-0.05245087183160142	0.0
