,Treatments,oneb_Metadata_Treatment_Dose_Inhibitor_Dose,correlation
0,DMSO_0.100_DMSO_0.025,DMSO_0.100_DMSO_0.025,1.0
1,DMSO_0.100_DMSO_1.0,DMSO_0.100_DMSO_0.025,0.63990111707788
2,DMSO_0.100_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_0.025,0.49988858330018415
3,DMSO_0.100_Z-VAD-FMK_30.0,DMSO_0.100_DMSO_0.025,0.6353279026553513
4,Disulfiram_0.100_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.2672041808441763
5,Disulfiram_1.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.0624153083908222
6,Disulfiram_2.500_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.17027233966759256
7,Flagellin_0.100_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.017106952612032555
8,Flagellin_1.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.45078829525025904
9,Flagellin_1.000_Disulfiram_1.0,DMSO_0.100_DMSO_0.025,-0.46425355956350695
10,H2O2_100.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.1509093419373113
11,H2O2_100.000_Disulfiram_1.0,DMSO_0.100_DMSO_0.025,-0.47893279963717617
12,H2O2_100.000_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_0.025,0.03348311094699036
13,LPS_0.010_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.6060173416143001
14,LPS_0.100_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.6869051409112282
15,LPS_1.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.1813578655939758
16,LPS_10.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.12082370938369498
17,LPS_10.000_Disulfiram_0.1,DMSO_0.100_DMSO_0.025,-0.10465355518435178
18,LPS_10.000_Disulfiram_1.0,DMSO_0.100_DMSO_0.025,-0.05111049948072666
19,LPS_10.000_Disulfiram_2.5,DMSO_0.100_DMSO_0.025,-0.3661679378793994
20,LPS_10.000_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_0.025,0.24389193963583214
21,LPS_100.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.17925761284801509
22,LPS_Nigericin_1.000_1.0_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.3763893115990813
23,LPS_Nigericin_1.000_10.0_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.4144086190312124
24,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,DMSO_0.100_DMSO_0.025,-0.3635348757769655
25,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_0.025,-0.09480129893539943
26,LPS_Nigericin_1.000_3.0_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.4094147872725099
27,LPS_Nigericin_100.000_1.0_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.5747798569908551
28,LPS_Nigericin_100.000_10.0_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.4818611674520809
29,LPS_Nigericin_100.000_3.0_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.39679476367932215
30,Thapsigargin_1.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.01979943150658525
31,Thapsigargin_10.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,-0.22476773772354136
32,Topotecan_10.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.515978023770094
33,Topotecan_20.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.5669329877265848
34,Topotecan_5.000_DMSO_0.025,DMSO_0.100_DMSO_0.025,0.5889102396384954
35,media ctr_0_Media ctr_0.0,DMSO_0.100_DMSO_0.025,0.7297652215613347
36,DMSO_0.100_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.63990111707788
37,DMSO_0.100_DMSO_1.0,DMSO_0.100_DMSO_1.0,1.0
38,DMSO_0.100_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_1.0,0.6311183359624575
39,DMSO_0.100_Z-VAD-FMK_30.0,DMSO_0.100_DMSO_1.0,0.6145674321114659
40,Disulfiram_0.100_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.21151916111566002
41,Disulfiram_1.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.015203456177575483
42,Disulfiram_2.500_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.14594695467173288
43,Flagellin_0.100_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.09181566086469342
44,Flagellin_1.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.29608222786369887
45,Flagellin_1.000_Disulfiram_1.0,DMSO_0.100_DMSO_1.0,-0.17271832321728806
46,H2O2_100.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.34174786210366603
47,H2O2_100.000_Disulfiram_1.0,DMSO_0.100_DMSO_1.0,-0.36276128134023844
48,H2O2_100.000_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_1.0,0.2664416039917711
49,LPS_0.010_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.43666422338856703
50,LPS_0.100_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.5063673373330684
51,LPS_1.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.09419711819675883
52,LPS_10.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.1449326330391107
53,LPS_10.000_Disulfiram_0.1,DMSO_0.100_DMSO_1.0,-0.2776203677696752
54,LPS_10.000_Disulfiram_1.0,DMSO_0.100_DMSO_1.0,-0.050665788712638965
55,LPS_10.000_Disulfiram_2.5,DMSO_0.100_DMSO_1.0,-0.23400392999135444
56,LPS_10.000_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_1.0,0.31844721836058504
57,LPS_100.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.28229667414136295
58,LPS_Nigericin_1.000_1.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.3589063840621203
59,LPS_Nigericin_1.000_10.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.6252822531241649
60,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,DMSO_0.100_DMSO_1.0,-0.37982992803587085
61,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_1.0,-0.16942340730947336
62,LPS_Nigericin_1.000_3.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.5925317659271181
63,LPS_Nigericin_100.000_1.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.4941953548358334
64,LPS_Nigericin_100.000_10.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.5039493039602174
65,LPS_Nigericin_100.000_3.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.48802498969590163
66,Thapsigargin_1.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.09272247418548683
67,Thapsigargin_10.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.07322450650683363
68,Topotecan_10.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.33384145689676303
69,Topotecan_20.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.41056657399790764
70,Topotecan_5.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.3223817753450436
71,media ctr_0_Media ctr_0.0,DMSO_0.100_DMSO_1.0,0.5949762884731031
72,DMSO_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.49988858330018415
73,DMSO_0.100_DMSO_1.0,DMSO_0.100_Z-VAD-FMK_100.0,0.6311183359624575
74,DMSO_0.100_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_100.0,1.0
75,DMSO_0.100_Z-VAD-FMK_30.0,DMSO_0.100_Z-VAD-FMK_100.0,0.7138637615387167
76,Disulfiram_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.05474759348027588
77,Disulfiram_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.4400442860448818
78,Disulfiram_2.500_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.24668272315952197
79,Flagellin_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.13356738198175924
80,Flagellin_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.2576064890308992
81,Flagellin_1.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_100.0,-0.3369189217097163
82,H2O2_100.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.36335807651592095
83,H2O2_100.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_100.0,-0.5697202954156386
84,H2O2_100.000_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_100.0,0.6728501196773429
85,LPS_0.010_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.5470828403576923
86,LPS_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.3273811308820684
87,LPS_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.03027665546852874
88,LPS_10.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.1774802324839744
89,LPS_10.000_Disulfiram_0.1,DMSO_0.100_Z-VAD-FMK_100.0,-0.3501213643641945
90,LPS_10.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_100.0,-0.40852924905364557
91,LPS_10.000_Disulfiram_2.5,DMSO_0.100_Z-VAD-FMK_100.0,-0.487066608940604
92,LPS_10.000_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_100.0,0.7766778599347793
93,LPS_100.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.46584850500275654
